ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	hgnc_symbol	description	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id	TPM_L438P_1	TPM_L438P_2	TPM_Control_1	TPM_Control_2	TPM_Control_3	TPM_Control_4	TPM_Control_5	TPM_Control_6
ENSG00000102908	0.4411339758741	7.67479069443067	3.84993243563861	0.00456125084238121	0.657573276498518	-2.34709642572687	NFAT5	nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]	16	69565094	69704666	protein_coding	10725	5.33381144169782	5.4902878210589	4.91208297364054	4.76263780412417	4.42664571009547	4.65942426509955	4.4526965700366	4.87642397261732
ENSG00000102910	0.0221142358199504	6.89216897107573	0.185431281691765	0.857348368127722	0.972822239892802	-7.06000048646169	LONP2	lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]	16	48244267	48363122	protein_coding	83752	5.50345263981857	5.18131198083262	5.20159555867601	5.32267078343325	4.945927611178	4.80601341655336	4.93659412751651	5.26729064642481
ENSG00000102921	0.356997688119156	6.20919593029465	1.73498964838193	0.119648765460684	0.820111711728151	-5.6515935308226	N4BP1	NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]	16	48538726	48620148	protein_coding	9683	5.96006112190823	5.95792615685777	5.88507863342319	5.56680310106527	4.42446415464258	4.92700179076622	5.10598391425418	5.46290727461594
ENSG00000102931	-0.0728871803722582	4.9090920126527	-0.546390876082945	0.599193202957128	0.908949348991947	-6.7907201855341	ARL2BP	ARF like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]	16	57245259	57253635	protein_coding	23568	4.77307552228181	4.72148515030335	4.75014093012442	4.93004704389927	4.71654710143161	4.51450469729136	4.38496363874108	4.59612324897961
ENSG00000102934	0.0971099693640973	1.55296445729056	0.234489033952033	0.820294355624806	0.966304148589929	-6.11901282430942	PLLP	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]	16	57248547	57284675	protein_coding	51090	1.74974792088325	0.790150627863558	0.975941947859989	1.0085987548075	1.61471926576634	1.12427320565909	0.387345996073228	1.12155390659517
ENSG00000102962	1.57189586370046	9.57714464589946	2.09388945291051	0.0689339122279987	0.820111711728151	-4.98367752481151	CCL22	C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]	16	57357925	57366191	protein_coding	6367	10.2007551668096	9.39209928883229	8.99351873779933	8.91458991752542	9.15142403190183	8.26244144528617	7.52547822840899	6.40396807076197
ENSG00000102967	-0.225839467147925	4.20837463006803	-1.52525079536968	0.164402730777737	0.820111711728151	-5.6362240927235	DHODH	dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]	16	72008588	72027664	protein_coding	1723	3.51872509391227	3.21131690336718	3.48275472422946	2.99700962253625	3.26428630214351	3.2867246009704	3.75385191673242	3.63655467351258
ENSG00000102970	1.27427765593133	1.84309042267478	1.43088154441616	0.189417247779636	0.820111711728151	-5.27321167511775	CCL17	C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]	16	57404767	57416063	protein_coding	6361	3.46667736227752	5.21976251740936	3.96559009638276	3.77264115849219	4.98614303331291	3.41387566206868	3.02088049365972	1.27157806540782
ENSG00000102974	-0.109544224919231	6.2676523037504	-0.892998836252525	0.397043344512323	0.859543507284917	-6.65223139333403	CTCF	CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]	16	67561831	67639189	protein_coding	10664	4.66163811037731	4.90088303368143	5.01583650867584	4.88483779671526	4.52033606142479	4.59765958684092	5.21548559023612	4.91736611174975
ENSG00000102977	-0.239126896464748	4.40372181300899	-1.52027258662973	0.165628508840195	0.820111711728151	-5.6908938154983	ACD	ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]	16	67657512	67660810	protein_coding	65057	4.24947090280622	4.31884833496209	4.36715918920592	4.43202529385059	4.06624990204017	4.33669870997627	4.86467650332267	4.56342290533389
ENSG00000102978	-0.00409398164242258	5.66562418805425	-0.0382273737920868	0.970411140982349	0.993799514332387	-7.04780582965058	POLR2C	RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]	16	57462660	57472009	protein_coding	5432	5.69003972164131	5.62648329300338	5.56691677825313	5.6063718387685	5.557693381043	5.34823040054144	5.59593516324511	5.52965752551683
ENSG00000102981	-0.364891361008121	2.03819151947523	-1.39593431070495	0.19899066864986	0.820111711728151	-5.25806812704903	PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]	16	67660909	67662777	protein_coding	50855	2.23601403877821	2.39558904037044	2.80141674501799	2.50157315352052	2.37568616996173	2.7361913805754	2.91958855167734	2.34244466182545
ENSG00000102984	0.207977120116314	3.7986734865019	0.936316459034562	0.375585459419198	0.85148916117062	-6.2430607907951	ZNF821	zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]	16	71859680	71895336	protein_coding	55565	3.82857492067723	4.03237833245054	3.68521032113872	3.79927633648798	3.49859132891602	4.41019312308376	3.27725250532129	3.58048850590658
ENSG00000102996	1.29773433812987	-0.707804222122112	1.07327191311582	0.313680334225239	0.837210969342411	-5.33252650320566	MMP15	matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]	16	58025606	58046901	protein_coding	4324	0.204492581252049	1.51858851519349	0.936394085267293	0.213592402405659	0.0580227308957132	0.0207418454174259	0.174314369476364	0.553395894397975
ENSG00000103005	-0.24586925737042	5.57418758128128	-1.24035945332833	0.248803514189086	0.822989689512482	-6.25035248340959	USB1	U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]	16	57999546	58021618	protein_coding	79650	4.9295876902444	4.94373354837085	5.19824822232305	4.8844254124071	4.47082023540762	5.00674795428699	5.16106160375412	5.58040100940559
ENSG00000103018	-0.021855970737545	7.20866398151658	-0.131565810457793	0.898465428374185	0.982363467365133	-7.065047744432	CYB5B	cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]	16	69398402	69466264	protein_coding	80777	7.41470055683012	7.66279816061312	7.67216091558571	7.28858233238578	6.73140324122281	7.04400355518001	7.66152521569709	7.57975652405342
ENSG00000103021	0.106942280462172	2.15438985064365	0.288880578613049	0.779766455490072	0.953830330980267	-6.24466347189836	CFAP263	cilia and flagella associated protein 263 [Source:HGNC Symbol;Acc:HGNC:25002]	16	58231157	58283836	protein_coding	29070	1.10626924719668	2.24782454690213	1.15803578788383	1.04012723125795	1.19197632398458	0.836098641915946	0.982625292613053	1.48465941849085
ENSG00000103024	0.348436823337555	4.59547968171779	1.37172121549091	0.20613047017657	0.820667422439618	-5.98108028092537	NME3	NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]	16	1770317	1771732	protein_coding	4832	5.83684486233013	5.49156767095803	5.05812423890412	5.08682384044773	5.40099262791409	5.95270668032329	4.69044715602223	5.57468888396332
ENSG00000103034	0.0293612847719328	1.12108587224547	0.0631312012619457	0.951158029146271	0.991206955506212	-6.04154245231015	NDRG4	NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]	16	58462846	58513628	protein_coding	65009	1.91025257897614	1.05053930976619	1.22903842506995	0.900680199305477	3.16952211267664	1.03089680163644	1.97725427536009	1.19135292672151
ENSG00000103035	-0.0711999934671521	6.4036731888367	-0.64700723314815	0.535131012236453	0.888746266072391	-6.85095250218451	PSMD7	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]	16	74296809	74306288	protein_coding	5713	6.42666925652013	6.32838233795303	6.42610368390765	6.32542403232739	6.17095874278082	5.90050834729803	6.34566917921183	6.27155356468236
ENSG00000103037	-0.607433503562979	4.18796626600303	-2.29896441380637	0.0494592914531403	0.820111711728151	-4.43619561402575	SETD6	SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]	16	58515479	58523842	protein_coding	79918	3.64707304229365	3.77977345108999	3.88357790622187	3.98339979866913	4.40938509745419	4.34414142029872	4.52357255669032	4.32075189122508
ENSG00000103042	-0.0177318729534135	3.48554290070969	-0.0896942654949795	0.93065982141639	0.988245425381505	-6.58952975456128	SLC38A7	solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582]	16	58663015	58684770	protein_coding	55238	2.63477144538085	2.96118137737014	2.86630110776758	2.9016214962067	2.4462594064623	2.58620268525338	2.52649654740744	2.41859017619462
ENSG00000103043	-0.0574724581819783	5.48721644463382	-0.447012766174553	0.666316264785165	0.926164552691722	-6.92460039446282	VAC14	VAC14 component of PIKFYVE complex [Source:HGNC Symbol;Acc:HGNC:25507]	16	70687439	70801173	protein_coding	55697	4.36770311290586	4.64523763001962	4.75236212641142	4.59675044175318	4.10910877628375	4.47177853204095	4.55842959136468	4.52609323208009
ENSG00000103044	-0.0542509768904098	-0.918486064160269	-0.117569232454807	0.909208235635052	0.984820782768929	-5.64383462266268	HAS3	hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]	16	69105653	69118719	protein_coding	3038	0.199407885393588	0.223735151478987	0.412265584951175	0.172794711559465	0.401858702325497	0.322913407594789	0.154147651860517	0.260319586426322
ENSG00000103047	-0.146184073395932	4.08106109164047	-1.07567184620756	0.31238542011074	0.837210969342411	-6.14840616226135	TANGO6	transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]	16	68843531	69086515	protein_coding	79613	2.60562992090248	2.42341278266716	2.63778642833733	2.50661387405322	2.86577176694666	2.3712385069302	2.83972341751924	2.57296652928539
ENSG00000103051	-0.0200679817610476	6.0812677816006	-0.205327989698741	0.842269179395373	0.970941679013281	-7.0480888315713	COG4	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]	16	70480568	70523560	protein_coding	25839	5.0623098960237	4.94999969542362	5.07332544284161	4.87774915706665	4.66677936811098	5.0417671608303	4.98987606529638	5.01076520588504
ENSG00000103056	-0.0857332388322947	1.83832653913154	-0.177454489699374	0.863411595881609	0.974654113829349	-6.15965765295343	SMPD3	sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]	16	68358327	68448508	protein_coding	55512	0.903231902281345	1.86782926841221	1.18453040336375	1.10253854563123	1.49519371338136	1.61951302146618	1.24836238248526	1.74731563909758
ENSG00000103061	0.119151861432728	5.14719078972459	1.19116190664151	0.266580858831949	0.828282302135596	-6.2778635461482	SLC7A6OS	solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]	16	68284503	68310952	protein_coding	84138	4.7843569838706	4.32578517318968	4.20399097617462	4.38362965051232	4.15925692053877	4.23577966670763	3.95743817066657	4.31642121859839
ENSG00000103064	0.0177195840992832	7.0333535106421	0.160685764068653	0.876188418966011	0.97776753170257	-7.06370957963535	SLC7A6	solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]	16	68264233	68301823	protein_coding	9057	5.94689750424712	5.88207449104511	5.42647081051974	5.70847340102472	5.47386375158337	5.68086453486858	5.3889820438546	5.65220105399152
ENSG00000103066	-0.0482492017636109	3.32739613615549	-0.295376049842052	0.774971092020234	0.952656461246391	-6.4950448051115	PLA2G15	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]	16	68245304	68261063	protein_coding	23659	2.7604383458255	2.84655649830544	2.84613382599172	3.02271579349282	2.94000752831585	2.85968515426867	2.60157458339492	2.8117237882875
ENSG00000103067	0.192868957284603	-0.355717055712788	0.525990743525986	0.612674270174425	0.91493929988843	-5.67164142368174	ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]	16	68229033	68238102	protein_coding	80004	0.893769137058218	0.468191246872845	0.925379685912862	0.643515442676867	0.687106387893776	0.935329239292228	0.576773650420055	0.796916656563374
ENSG00000103089	0.390224901204932	-0.868320870767578	0.48850490569131	0.637854552033407	0.922118219649542	-5.65822626354043	FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]	16	74712955	74774837	protein_coding	79152	0.833359699454495	1.10504307189959	0.478182829787651	1.3640837941856	0.175251205633992	0.441853136104545	0.574375727330886	0.333713388649972
ENSG00000103091	-0.0399612669289313	6.12401866306001	-0.259673265158562	0.801449722432438	0.960014028043618	-7.03457433776838	WDR59	WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]	16	74871362	75000173	protein_coding	79726	6.0169945003041	5.77633938089512	5.83944394848091	5.93041617209176	5.6942442363369	6.19109815319687	5.76010217210744	5.79405522550116
ENSG00000103111	-0.00477462888226565	6.25889612765864	-0.0416858330492061	0.967735879582315	0.993719311328656	-7.07601595978418	MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]	16	77190835	77202398	protein_coding	22879	4.94209228518838	4.85868391382555	4.85277457664946	5.02006303220363	4.43420166056226	4.45645752150581	4.82800128035136	4.66233597446611
ENSG00000103121	-0.184540183522254	5.2098835797957	-1.43988829347282	0.186577794624744	0.820111711728151	-5.96421208602834	CMC2	C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]	16	80966448	81020270	protein_coding	56942	6.77293653587569	6.88760345928223	7.08829645688228	6.80018500005377	6.59609184340963	6.6250875834489	7.02937079869788	6.92655128621539
ENSG00000103126	0.141584945248433	5.14082850720244	1.20745802933141	0.26058014492046	0.827925534732691	-6.25285874965931	AXIN1	axin 1 [Source:HGNC Symbol;Acc:HGNC:903]	16	287440	352730	protein_coding	8312	3.77430244348753	3.98096110278629	3.80240686477421	3.61564264231334	3.60822092887477	3.88056191635821	3.87445842881783	3.70176683090246
ENSG00000103145	-0.167157810380968	3.7172228608425	-0.698054420259265	0.504252471446402	0.880117477670481	-6.37756107491448	HCFC1R1	host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]	16	3022625	3024286	protein_coding	54985	5.06315141513803	4.82791472698726	5.39634765888372	5.30598977623965	4.48901345213011	5.32566024022706	4.97023204827393	4.52742721071855
ENSG00000103148	-0.061118806880172	5.50203810667638	-0.520687409150275	0.616204882707976	0.915865567119955	-6.88270456208356	NPRL3	NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]	16	83205	138716	protein_coding	8131	4.92587967939039	4.70694573037329	4.83251263678293	4.74081992067845	4.48536576896307	4.95429222314953	4.91109861302092	4.6796410530681
ENSG00000103150	-0.0420935818385511	3.92231848001839	-0.308871332901008	0.765040840875012	0.950879569054234	-6.67571647421094	MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]	16	83899115	83951445	protein_coding	23417	1.72682598670866	1.84506525899189	2.02713104465255	1.87597896044473	1.35324141377851	1.72053370553939	1.59222020654064	1.72700511450363
ENSG00000103152	-0.0191474074074396	5.43474724270824	-0.160925926642717	0.876005147503079	0.97776753170257	-7.01299575385231	MPG	N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]	16	77007	85851	protein_coding	4350	5.68310522116116	5.85744271972533	5.90081465270683	5.70178069014876	5.63299542971846	6.02187121852395	5.51829482715729	5.65616720747365
ENSG00000103160	0.0444184484712533	3.57733172837425	0.266056577123285	0.796694480329194	0.958747826942813	-6.58208146334911	HSDL1	hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]	16	84122141	84145212	protein_coding	83693	3.29302948874693	3.24712560776496	3.32946219512139	3.21109305069328	3.32234122358987	3.08730277808625	2.84771094407379	2.8886312378465
ENSG00000103168	-0.22619953641233	5.69082031525082	-2.05945182358744	0.0722046855498159	0.820111711728151	-5.14391665763486	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]	16	84177846	84187070	protein_coding	9013	4.59463620733098	4.72285020016514	5.02103841199599	5.04400217768849	4.5981851549909	4.81654866351146	4.55506971080656	4.77105008380052
ENSG00000103174	-0.276435600302317	3.3987408451654	-1.24922430622501	0.245707035849299	0.822989689512482	-5.72997189842211	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]	16	5024756	5034141	protein_coding	51172	3.07866243199427	2.90078702896466	3.19896114663988	3.33167884996003	3.72937733068043	3.35757072434448	2.96317797117503	2.97726013783225
ENSG00000103187	-0.0793730585009005	8.57215004545497	-0.270844835811825	0.793139679797964	0.957882207941055	-6.97912803707865	COTL1	coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	16	84565596	84618078	protein_coding	23406	7.61241000487003	8.62199647236543	8.03635661162163	8.14166474857781	8.24729160513755	8.08172871933852	8.76826288995659	7.86020959240665
ENSG00000103194	0.044292051312941	7.05312872846274	0.353982974054704	0.732188089965615	0.943826024242962	-7.00769950621501	USP10	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]	16	84699971	84779926	protein_coding	9100	6.24090783044813	6.34407708109336	6.36860734623379	6.23562813917934	5.76423403736565	6.11467531393285	6.35657067349953	6.42081305761981
ENSG00000103196	-0.146473396104876	-2.14321409092561	-0.165173007197893	0.872765457873411	0.977055263590616	-5.47058181732626	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	16	84819981	84920768	protein_coding	83716	0.159419934660639	0.15057527319422	0.341655625389286	0.286235338106586	0.0480826992926954	0.0162181660120153	0.0280994926660971	0.189796732384024
ENSG00000103197	-0.0977271594929352	6.04431669107075	-0.809617919566249	0.440781093330664	0.867240156285578	-6.71716774670044	TSC2	TSC complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:12363]	16	2047345	2089491	protein_coding	7249	4.92774279188871	4.87832994374589	4.92600051006851	5.26555567795181	4.67447082089736	5.38661132076902	4.94299795002347	5.22865063558981
ENSG00000103199	0.0412862776332368	3.80639810131901	0.293581963544212	0.776294588464505	0.952968077949326	-6.65515087527266	ZNF500	zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716]	16	4748239	4767624	protein_coding	26048	3.03791772972797	3.05004051855697	3.15622282254168	2.89647956643664	2.28661475675441	3.04779068129202	2.76618911473272	3.06301500108315
ENSG00000103202	-0.470452082375902	6.29262774905138	-1.92846447561831	0.0886641901903568	0.820111711728151	-5.36044202847563	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]	16	396725	410367	protein_coding	4833	6.26899861265181	6.7321517247134	6.82550062126071	6.54026876279265	6.98538018932266	7.2118124938925	7.12210458721085	7.15805363733717
ENSG00000103222	1.04745017402796	5.31191936620624	2.03305346804111	0.0758170578197177	0.820111711728151	-5.18606055924164	ABCC1	ATP binding cassette subfamily C member 1 (ABCC1 blood group) [Source:HGNC Symbol;Acc:HGNC:51]	16	15949138	16143257	protein_coding	4363	4.04400392688384	4.09301788052177	3.6984592037067	3.95002872643507	2.68670982884173	3.32446932680615	3.54073554396577	2.62138682547507
ENSG00000103226	0.298578844468008	2.82253548530495	1.42598647031493	0.190428496606001	0.820111711728151	-5.47550627512643	NOMO3	NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]	16	16232506	16300806	protein_coding	408050	4.3674838766349	4.56502747909916	4.39623985733623	4.44900769605984	3.30771412139478	4.01014561162676	3.51349112457976	4.27703790973204
ENSG00000103227	-0.261124351522608	2.09100529719169	-0.438637136084188	0.672133624379453	0.92739222048476	-6.13636432704438	LMF1	lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]	16	853634	981318	protein_coding	64788	1.59052249956289	2.99540329150333	3.15879167593366	2.22247877435521	2.56966412721306	1.60919091510174	2.11526001997932	3.0905872184965
ENSG00000103245	-0.0946024572236519	4.77371787539471	-0.425519949310445	0.681291271382624	0.930040580570443	-6.81752201886582	CIAO3	cytosolic iron-sulfur assembly component 3 [Source:HGNC Symbol;Acc:HGNC:14179]	16	729759	741329	protein_coding	64428	4.36572164832879	4.34071215625778	4.37983219440459	4.67506774836438	3.73400156413514	4.85541793604152	4.90338867901073	4.19452931411618
ENSG00000103248	-0.0741129738386404	4.33565462822481	-0.537320266180888	0.605167627836999	0.912299849188852	-6.66844653864819	MTHFSD	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]	16	86530178	86555235	protein_coding	64779	4.12062764529329	4.12725192205631	4.0780172141278	4.28215012487104	3.72077139303712	4.34631465854137	3.98022889055328	4.20773241315851
ENSG00000103249	0.109029350404724	5.81919370244114	0.345004774256539	0.738733797723874	0.944305273628807	-6.99407041108922	CLCN7	chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]	16	1444934	1475104	protein_coding	1186	4.74996288285833	5.53200690868532	5.17710479181995	5.45719685907495	4.999442470989	5.81170763263775	4.76563132944134	4.36655379630189
ENSG00000103253	-0.256724704463123	3.98682062186015	-0.833861427758302	0.427734522198283	0.865379876397006	-6.29524491086553	HAGHL	hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]	16	726494	735525	protein_coding	84264	3.70267283454764	4.32253490905665	4.28210793215115	4.10076459066284	4.61529716641574	4.94719199040579	5.02819733627373	4.5880499884108
ENSG00000103254	-0.136875150137609	3.34959652983223	-0.574067731405007	0.581162397465159	0.902481270070973	-6.34416542167405	ANTKMT	adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]	16	720581	722590	protein_coding	65990	4.3109476843183	4.73792758702487	4.44011935260153	4.32391115837664	4.57823590719638	4.74477836161385	4.63770222292652	4.86920649818241
ENSG00000103257	0.270211466908102	7.128237923655	0.624615788017715	0.549275165633262	0.89328465176508	-6.86011980976292	SLC7A5	solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	16	87830016	87869507	protein_coding	8140	5.60388548759618	5.91744789133308	5.52601943734008	6.38925884678931	4.50140704244847	4.60748614599138	6.23229495269281	4.9036898912766
ENSG00000103260	-0.854411097131131	1.67254848214994	-2.11658080304991	0.0659907055937884	0.820111711728151	-4.19413991665025	METRN	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	16	715118	719655	protein_coding	79006	2.02104329945713	1.92501311332347	2.37492456739095	2.5461491887271	3.03890915918462	3.12590530302469	3.18138517677173	1.89223596429545
ENSG00000103264	0.108710991649267	5.17435043680092	0.75677704512029	0.470145955663624	0.873681051796947	-6.70126608229354	FBXO31	F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]	16	87326987	87392142	protein_coding	79791	4.97575407372778	4.45322314983407	4.65693763503206	4.7895631180324	4.51519103695875	4.44350839104995	3.91150023235256	4.33037403591772
ENSG00000103266	-0.0886903532488104	5.4083976968384	-0.809718642193943	0.440726333036061	0.867240156285578	-6.6699716039613	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]	16	679980	682870	protein_coding	10273	5.32603896279117	5.33487257099605	5.42400382422915	5.37217250473995	5.31771136090376	5.33996815655118	5.57807730587655	5.4396825394687
ENSG00000103269	-0.0803694198162212	-0.259109400440508	-0.151646902386105	0.883091745917331	0.979269504088124	-5.79508360584314	RHBDL1	rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007]	16	675671	678268	protein_coding	9028	1.2128469570089	0.597511151551863	0.583933011030329	1.19983752886879	0.81538606271103	1.26073267432977	0.703752777984582	0.863634818364499
ENSG00000103274	0.10144619819301	4.74542310483704	1.04883425515713	0.323871832278974	0.839760928049978	-6.36601297018409	NUBP1	NUBP iron-sulfur cluster assembly factor 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:8041]	16	10743786	10769353	protein_coding	4682	5.26881380721174	5.22315171026548	5.13903794811647	5.1991761294434	4.83956631889714	4.8631235831637	5.02580593900312	4.99300076570859
ENSG00000103275	-0.182926695883421	6.96464327091107	-1.9101553701506	0.0912337818700487	0.820111711728151	-5.39930675427978	UBE2I	ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]	16	1291357	1327018	protein_coding	7329	6.94980430432037	7.12380297371411	7.19429053745164	7.09109856829878	6.6344381442536	7.00269734538833	7.33933936768731	7.00267458645541
ENSG00000103313	0.0667306553672424	-1.23462097675865	0.12123060205657	0.906396015300254	0.984720151303761	-5.61912557704733	MEFV	MEFV innate immunity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]	16	3240392	3256954	protein_coding	4210	0.180296834331424	0.313769423139869	0.315661286241892	0.41215825483956	0.315891944698492	0.124411517718757	0.172371019902909	0.213253950733534
ENSG00000103316	0.960154316755417	1.8314543495428	0.915003898985375	0.386440855194554	0.853916448089562	-5.92301109631851	CRYM	crystallin mu [Source:HGNC Symbol;Acc:HGNC:2418]	16	21238874	21303083	protein_coding	1428	2.54831232561494	4.18362506052251	4.47875059640018	2.31678988637689	0.873926562573969	0.448890381911974	2.73012668903332	2.8645661240128
ENSG00000103319	0.862769115127055	2.41238742405472	3.29049650548312	0.0104862840651635	0.820111711728151	-2.67106086577285	EEF2K	eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]	16	22206272	22288738	protein_coding	29904	2.75734290889695	2.35361038996362	1.65515854032938	1.96680918041802	1.67483664337361	2.04581268388698	1.88581017400394	1.64798492485599
ENSG00000103326	-0.144683272049902	6.10497955393572	-1.05026954912818	0.323249345119055	0.839760928049978	-6.49439119097565	CAPN15	calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182]	16	527712	554636	protein_coding	6650	4.76505417462599	4.87879982812847	4.78643734304347	5.08163413626381	4.80487940180145	4.93526190586171	4.98125554618499	5.15119453389389
ENSG00000103335	-0.156866807497394	7.53963441151123	-0.853606536617363	0.417308091931849	0.865379876397006	-6.67899075874127	PIEZO1	piezo type mechanosensitive ion channel component 1 (Er blood group) [Source:HGNC Symbol;Acc:HGNC:28993]	16	88715338	88785251	protein_coding	9780	5.54976908406242	6.18801693557638	6.02141041153313	6.4330684735701	5.90640805365239	5.93801757907425	6.31171182832061	5.92219570719172
ENSG00000103342	-0.0628704249457401	7.33840865252172	-0.424574112984431	0.68195378766413	0.930151774197775	-6.97299520016542	GSPT1	G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]	16	11868128	11916082	protein_coding	2935	6.56575170288108	6.42182701736034	6.59958446527492	6.508470661856	5.91135993958271	5.85498042926263	6.85513035040121	6.35674892134918
ENSG00000103343	-0.182541412331107	3.44972228468077	-0.990274356992564	0.350064648481584	0.844610322629107	-6.0420237200119	ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]	16	3401215	3409364	protein_coding	7727	2.89978642256579	3.11370899930686	3.2967159680136	3.01369307254858	3.25575722303592	2.92527162315769	3.07391206938788	3.25102431121813
ENSG00000103351	0.158831826624457	3.43576979971642	0.718595424142108	0.492147845344263	0.878175207396828	-6.35062866254154	CLUAP1	clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]	16	3500976	3540653	protein_coding	23059	3.50407969355978	2.91381408866498	3.6237039526311	3.10443227713133	2.37323364663154	2.4227913986139	2.64162902790508	2.84658899100332
ENSG00000103353	0.0431747581445334	6.21787331663254	0.495813600394191	0.632904463885762	0.920429126020538	-6.94136240882166	UBFD1	ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]	16	23557721	23574394	protein_coding	56061	5.33441381551009	4.9651634459833	5.04494411849784	5.03548825483166	4.79938198167803	4.66671223117024	4.87070081604492	4.99643177355283
