ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	hgnc_symbol	description	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id	TPM_JL	TPM_Control_1	TPM_Control_2	TPM_Control_3
ENSG00000111711	-0.418487042917273	6.36532757774843	-1.4023647074777	0.230640613183566	0.561521254708391	-6.14433316890266	GOLT1B	golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]	12	21501781	21518408	protein_coding	51026	5.2987598064704	5.59741508653274	6.07985558079912	6.11638259895266
ENSG00000111716	0.631820908811751	7.80623623123223	2.33197711969942	0.0773655212426539	0.368850256675962	-4.84816260750774	LDHB	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]	12	21635340	21757890	protein_coding	3945	8.88709264716094	8.27249977095198	8.02009915123539	8.42905497816111
ENSG00000111725	-0.316010196802052	4.12933091499745	-1.42028294601275	0.225730230211111	0.557664290476031	-5.86558606367996	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378]	12	119667864	119681624	protein_coding	5564	3.65300278983082	3.98262036451471	3.88450151018542	4.13992529959859
ENSG00000111726	-0.357108907133624	5.09035670251126	-2.0192092287576	0.110683064573278	0.429430820205597	-5.31063978144426	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290]	12	22046174	22065674	protein_coding	55907	4.91083237132257	5.55870503011144	5.28646047286161	5.20143528091698
ENSG00000111727	-0.40909539395179	5.24929868255501	-2.47093782265218	0.0662820905634828	0.350088024384985	-4.76853496920933	HCFC2	host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]	12	104064531	104106525	protein_coding	29915	3.56267068077961	4.1784424073775	3.98304357204977	4.08864112666444
ENSG00000111728	2.32188244483543	-0.50590107093292	1.27723070138696	0.270204831872471	0.597350851751885	-5.31643563905048	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]	12	22063773	22437041	protein_coding	6489	1.25544634780764	0.515599429522014	0.0974193234575419	1.82046328575882
ENSG00000111729	0.0832016079040776	-1.82103776208765	0.0741842500452271	0.944284740542151	0.980498269475364	-5.54617638974687	CLEC4A	C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]	12	8123617	8138607	protein_coding	50856	0.492938107852597	0.562125660430771	1.24755935144249	0.423811564831805
ENSG00000111731	0.0496905886587165	4.84397367545729	0.194250471499606	0.855072171196388	0.944278557747019	-7.03462182032841	C2CD5	C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]	12	22448567	22544574	protein_coding	9847	3.86933389722283	4.22664462378694	3.49732200919259	3.95559820785045
ENSG00000111732	2.21804083789869	-4.68425127788295	1.20812227844398	0.290977091727753	0.615422436542109	-4.72429862582891	AICDA	activation induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203]	12	8602155	8613242	protein_coding	57379	0.107729375488782	0	0.040046549560412	0.238701273444399
ENSG00000111737	-0.31224557680675	5.92796438155926	-1.72064384033755	0.157454337155008	0.489000376100515	-5.75821612804124	RAB35	RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]	12	120095094	120117502	protein_coding	11021	5.33784301206758	6.05217638880794	5.42859269379192	5.76149317775985
ENSG00000111752	0.846426324522715	4.61646413050313	3.52957616382786	0.0226048659751922	0.231389265989243	-3.5549718502723	PHC1	polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]	12	8913827	8942938	protein_coding	1911	3.92506421115183	3.2048523396762	2.7700742081132	3.39601216989056
ENSG00000111775	-0.335365528015346	6.61903850111786	-1.85010676352358	0.135001341838625	0.46003074046232	-5.59230651494354	COX6A1	cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]	12	120438090	120440742	protein_coding	1337	8.85992860235007	9.2936794555287	9.24467287177897	9.28928687611082
ENSG00000111785	-0.198197860772838	3.62363685329488	-0.736687427876117	0.500588947433009	0.763139203356586	-6.44833473289653	RIC8B	RIC8 guanine nucleotide exchange factor B [Source:HGNC Symbol;Acc:HGNC:25555]	12	106774621	106889316	protein_coding	55188	2.6818672827043	3.13441679121438	2.66714050215714	2.8848649462595
ENSG00000111786	-0.264893074193272	6.42344111077484	-1.3070065070793	0.258582438711646	0.586738130858624	-6.25338465122874	SRSF9	serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]	12	120456138	120495946	protein_coding	8683	7.0221726475798	7.22605066929447	7.34670924387762	7.36245357329899
ENSG00000111788	-2.57061502805545	0.536020608053117	-1.98266624176935	0.115506966026893	0.437339219798519	-4.25157145201845	DDX12B	DEAD/H-box helicase 12B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38668]	12	9277235	9313241	transcribed_unprocessed_pseudogene	NA	0.269732175338165	1.69037418281868	0.694537915971114	1.16718063107835
ENSG00000111790	-0.128462720820995	5.20974696945527	-0.748690943385816	0.494042416861658	0.758986005638114	-6.7671723989097	FGFR1OP2	FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]	12	26938401	26966650	protein_coding	26127	4.88942652275647	5.37905430050446	4.99486723898632	5.16488464767293
ENSG00000111799	0.226575062443958	11.62649435111	0.250565726962538	0.814417773536786	0.926316129002331	-6.60685216509128	COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	6	75084326	75206267	protein_coding	1303	9.40000789625596	8.25737417945727	10.5351689029645	8.61114277984695
ENSG00000111801	0.880205399484411	4.16640795754495	3.98960433460852	0.0149691266504163	0.200407239618532	-3.01364354189787	BTN3A3	butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140]	6	26440452	26453422	protein_coding	10384	4.28912526085757	3.72852484438946	3.6675312360727	3.40399556789724
ENSG00000111802	0.278019750383423	5.13593365456456	1.49133237167387	0.207259747123526	0.541095151901935	-6.00816766001374	TDP2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]	6	24649978	24666930	protein_coding	51567	5.28447463774241	5.32471449254053	4.96814624633988	4.96751480357729
ENSG00000111816	1.4015811734706	-0.946917449147136	1.88657847393987	0.129308380751352	0.454236157169843	-4.4414865365131	FRK	fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]	6	115931149	116061093	protein_coding	2444	0.169406820575361	0.0434075032851132	0.0875429510331119	0.0779142771116675
ENSG00000111817	0.33783991373371	7.01412600817413	0.862889222777326	0.4353573101537	0.723056494150155	-6.6452576533935	DSE	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]	6	116253604	116444861	protein_coding	29940	5.88468914878731	5.39196041463696	5.26816506087158	5.99032186386277
ENSG00000111832	0.125473499434046	5.71828340325451	0.643871886632053	0.553345595840249	0.796402503877605	-6.89278209600998	RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	6	116571409	116597675	protein_coding	51389	5.92556732838618	5.82037829590375	5.9584703562176	6.03527478367379
ENSG00000111834	-0.560858370959517	-3.16738735224371	-0.310045104518793	0.771397361169578	0.90481654170323	-5.27311361280769	RSPH4A	radial spoke head component 4A [Source:HGNC Symbol;Acc:HGNC:21558]	6	116616479	116632985	protein_coding	345895	0.0792613594667661	0.0524145029305634	0.0620374140451498	0.268744578589311
ENSG00000111843	0.360984212588687	6.40277091606314	1.28769798766294	0.264625777817497	0.593227172871758	-6.26546350306657	TMEM14C	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]	6	10722915	10731132	protein_coding	51522	7.6972997389114	7.22532857485171	7.71088304255948	7.31757207928539
ENSG00000111845	0.593601243893423	4.04615260423721	2.82830286721796	0.045164661738022	0.300662409294394	-4.23787742961273	PAK1IP1	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]	6	10694633	10711166	protein_coding	55003	4.83668346138248	4.33881017537354	4.16468058173795	4.35825410954221
ENSG00000111850	0.729355659620356	2.23657239480954	2.03497037661284	0.108670397452892	0.426895073998899	-4.78369194026676	SMIM8	small integral membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:21401]	6	87322580	87399749	protein_coding	57150	2.62644380938624	2.31150979997856	2.13496542803626	2.15140067857753
ENSG00000111859	-0.115889754864058	3.7811253681616	-0.10085985506595	0.924485053193798	0.972705888829722	-6.85744218815815	NEDD9	neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]	6	11183298	11382348	protein_coding	4739	2.69570279573263	2.01365448723046	2.06422341960991	3.75487563995548
ENSG00000111860	0.0173649943992324	3.82791288108389	0.0385728744128894	0.971006252106507	0.990613776628468	-6.86004636765006	CEP85L	centrosomal protein 85 like [Source:HGNC Symbol;Acc:HGNC:21638]	6	118460772	118710075	protein_coding	387119	2.15211915359263	1.88359110193547	1.91753143253053	2.42877594398313
ENSG00000111863	-0.464196923403338	0.679778590774383	-0.450769697240737	0.674590435091335	0.859029196391399	-5.88115538327253	ADTRP	androgen dependent TFPI regulating protein [Source:HGNC Symbol;Acc:HGNC:21214]	6	11712054	11807046	protein_coding	84830	1.52203113472501	2.49284225359215	1.11301098752971	1.04663354155713
ENSG00000111875	-0.136682621023643	4.26834196603851	-0.599778047333823	0.579707533176056	0.811361334253543	-6.7187390498281	ASF1A	anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]	6	118894152	118909171	protein_coding	25842	3.77941175749745	4.09958228387025	3.7201340790434	3.95454623783957
ENSG00000111877	0.488527625042525	2.59591029342289	1.6091306127967	0.179925380979645	0.512060560331933	-5.3539467988926	MCM9	minichromosome maintenance 9 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:21484]	6	118813442	118935162	protein_coding	254394	2.03540432187251	2.13296962337682	1.96888627347899	2.03980693340044
ENSG00000111879	4.29009196800769	-4.35186595813365	2.79160767847829	0.0469342294708618	0.30642744926786	-3.52501642158412	FAM184A	family with sequence similarity 184 member A [Source:HGNC Symbol;Acc:HGNC:20991]	6	118959763	119149387	protein_coding	79632	0.199137722370751	0.0125271976591018	0.0757776802596908	0
ENSG00000111880	-0.539903003339623	4.43081021237127	-1.92576572439197	0.123476660282792	0.446482675238891	-5.29431272196152	RNGTT	RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]	6	88609897	88963626	protein_coding	8732	2.80330144285637	3.48750178466227	2.97338443039458	3.31434907705547
ENSG00000111885	1.80366189081364	6.17411439212793	9.42243531572166	0.000576008266184619	0.100033532386592	0.594502951315663	MAN1A1	mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821]	6	119177204	119349767	protein_coding	4121	5.88769935843658	4.38054092735895	4.15847542423642	4.04924303489392
ENSG00000111886	-0.368936019378822	-2.91747402265974	-0.321034252781541	0.763623603367099	0.901537196100249	-5.28807244061385	GABRR2	gamma-aminobutyric acid type A receptor subunit rho2 [Source:HGNC Symbol;Acc:HGNC:4091]	6	89254464	89315299	protein_coding	2570	0.151178213186434	0.214511545027316	0.317019206388211	0.20071651734392
ENSG00000111897	0.145697543126357	8.54130176073438	0.565195754978458	0.600949252728639	0.821468529654296	-6.74696762914726	SERINC1	serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464]	6	122443348	122471854	protein_coding	57515	7.72977148286563	7.54149047735938	7.8598696888067	7.51822041207886
ENSG00000111906	0.140535241300594	4.70528764404882	0.567681408004435	0.59940617691801	0.820890666247903	-6.85626458718289	HDDC2	HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]	6	125219962	125302128	protein_coding	51020	6.10526354520049	6.04153954808199	5.88649503317506	6.1583879278079
ENSG00000111907	0.906190357355136	2.80529253675232	1.40598193858332	0.230462531229244	0.5614517648463	-5.71267538115993	TPD52L1	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	6	125119049	125264407	protein_coding	7164	4.51225571483849	2.77150193538833	3.98458880354174	4.04339796620284
ENSG00000111911	0.782148986215078	4.84086537752233	2.66376136400287	0.0537514225622423	0.320951380117709	-4.55597881022414	HINT3	histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468]	6	125956733	125980244	protein_coding	135114	4.48097995803614	3.50649328154289	4.03795716461379	3.79748732855289
ENSG00000111912	1.60369735430834	4.30793520410312	6.0509087585463	0.00327973832871097	0.12448480001492	-1.31839822793702	NCOA7	nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]	6	125780943	125932034	protein_coding	135112	4.43526520781171	3.19512976012566	2.75474835553168	2.82187161644122
ENSG00000111913	-2.43481532817622	3.0909401437877	-1.2043252301592	0.294452206238293	0.618893155308911	-5.47680465184708	RIPOR2	RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872]	6	24803362	25042170	protein_coding	9750	0.882989645774089	2.87963500192321	3.9384687286974	1.79563896109379
ENSG00000111961	0.449092820851781	7.06902146345486	2.61503888912254	0.05664233696621	0.329823006890515	-4.58631505503515	SASH1	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]	6	148272304	148552044	protein_coding	23328	5.55458044104799	5.25411874759299	5.05494087769907	5.22076273717082
ENSG00000111962	0.41739185993656	5.03985960955842	2.1412968759619	0.0960931979683412	0.405792981018544	-5.20074139041532	UST	uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]	6	148746913	149076991	protein_coding	10090	4.00766178977512	3.86403733506051	3.65365933354126	3.54066004594096
ENSG00000111981	0.458239014773042	3.27033207793766	0.852582563846947	0.440065277088288	0.725451030397561	-6.31929801689798	ULBP1	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]	6	149963943	149973715	protein_coding	80329	2.78888529397973	2.34421124364755	3.18224686816586	2.13034840412631
ENSG00000112029	-1.77445081514838	3.81174725170401	-1.24875103482227	0.279441569900136	0.605465793211778	-5.76415280563812	FBXO5	F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]	6	152970519	152983579	protein_coding	26271	2.52466575992906	5.1791862480899	2.78359180246725	4.33891604540672
ENSG00000112031	-0.588958740786667	4.68653811228983	-2.25931781967291	0.0839766188489076	0.381098949661461	-4.92823489054101	MTRF1L	mitochondrial translation release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]	6	152987362	153002709	protein_coding	54516	3.32968276551425	3.90422482302865	3.69033786246722	4.01445965247617
ENSG00000112033	0.116272583672842	5.34898339745393	0.356248679790225	0.738940394172379	0.890937949456246	-7.03944718141828	PPARD	peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]	6	35342530	35428193	protein_coding	5467	4.34576587318404	4.71815390694207	3.86420328352189	4.24208821123711
ENSG00000112039	0.227551512345998	2.79061904573678	0.50002748065006	0.642279336563645	0.843620016753963	-6.45807920388201	FANCE	FA complementation group E [Source:HGNC Symbol;Acc:HGNC:3586]	6	35452318	35467106	protein_coding	2178	2.67603152910945	2.78272076558012	1.98196660343576	2.61578940039086
ENSG00000112062	0.127991603981056	6.0813581562829	0.750693277894684	0.492956597042151	0.758375566805886	-6.81368019584701	MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]	6	36027738	36122511	protein_coding	1432	5.07787604759427	4.95704565633876	4.93880532263812	5.04880878112825
ENSG00000112078	-0.241542739249629	6.84408925726104	-0.416680222620042	0.698169862382278	0.870089130717881	-6.99837869389741	KCTD20	potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:HGNC:21052]	6	36442767	36491143	protein_coding	222658	5.18554697674957	4.80575986260468	5.00259600181376	5.92381804312754
ENSG00000112079	0.238247336322979	6.86154317973145	1.16416662729137	0.306566486665007	0.627590067425896	-6.37001405931799	STK38	serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]	6	36493880	36547516	protein_coding	11329	5.96490933070729	5.64746634146835	5.70718765516892	5.82268526056836
ENSG00000112081	-0.224975484368794	7.44097975982744	-0.766201109033677	0.484607422139526	0.752944909799418	-6.71958349646161	SRSF3	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]	6	36593787	36605911	protein_coding	6428	7.79876773627339	7.94209488397048	7.56897273538383	8.2263241062215
ENSG00000112110	-0.463951153598565	5.19235647684065	-2.58130523763263	0.058747674921077	0.332726396779095	-4.62497579905771	MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]	6	159789812	159799027	protein_coding	29074	6.01359285576233	6.60124918493558	6.40090610455231	6.51409466875882
ENSG00000112118	-1.17061541700166	5.25405568281571	-1.44902394598781	0.220473245087184	0.552449427121664	-5.95640185198875	MCM3	minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]	6	52264011	52284881	protein_coding	4172	3.68319821747395	5.81591229161212	3.76454849700026	4.80930922244741
ENSG00000112130	-0.0444521908041571	4.04429417898402	-0.201664846611649	0.84963053023487	0.941766570653012	-6.86411332847934	RNF8	ring finger protein 8 [Source:HGNC Symbol;Acc:HGNC:10071]	6	37353979	37394734	protein_coding	9025	4.1362361006077	4.06475121344942	3.99455881675218	4.03312033422052
ENSG00000112137	2.63193730254432	1.25047209832604	3.92715158989509	0.0158016531035333	0.205152935174663	-2.64605423362905	PHACTR1	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]	6	12716312	13290446	protein_coding	221692	2.49215647922544	1.61396486784939	0.918139657556661	0.450662816516236
ENSG00000112139	0.644056934828207	3.37577221861703	1.72379557206921	0.156863380251292	0.488968752908227	-5.42218937496515	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267]	6	37630679	37699306	protein_coding	266727	2.28915426148311	3.02130666469456	1.97881504999056	1.86687040232034
ENSG00000112144	-0.440609032476703	5.2849468526637	-1.60008579717581	0.181887497161999	0.514169359790083	-5.85502787141125	CILK1	ciliogenesis associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:21219]	6	53001279	53061824	protein_coding	22858	3.22001785318296	3.50948543884235	3.44658126290744	3.80380348254838
ENSG00000112146	-0.294793190972073	5.86475866915826	-1.35463531895858	0.244237951380986	0.573622755277166	-6.19466021696337	FBXO9	F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]	6	53051991	53100873	protein_coding	26268	5.5324488782238	6.50729422360995	6.14352442026381	5.8372805849975
ENSG00000112149	0.224241505126614	-0.153485279061483	0.223312346527257	0.833801102400949	0.934653955004451	-5.91972777127647	CD83	CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]	6	14117256	14140682	protein_coding	9308	0.864313343883245	0.99628316189437	0.326338302318634	0.989978215517607
ENSG00000112159	0.741674720210531	5.33322346267587	4.37592375139917	0.0108399340860282	0.178749616263531	-2.75266056974712	MDN1	midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]	6	89642498	89819794	protein_coding	23195	2.57735365486762	1.98022093763165	2.01191028250794	2.01329109152911
ENSG00000112167	0.449352261638955	3.24374188536229	1.70639941608587	0.160154366627098	0.492408147996421	-5.40708004087825	SAYSD1	SAYSVFN motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21025]	6	39104063	39115193	protein_coding	55776	3.58274373383507	3.24895874767969	3.09192709359009	3.3420738143858
ENSG00000112182	3.97891382452387	-2.07346493250828	2.59947880475286	0.0577167919528825	0.331884607867385	-3.65312203130087	BACH2	BTB domain and CNC homolog 2 [Source:HGNC Symbol;Acc:HGNC:14078]	6	89926528	90296923	protein_coding	60468	0.386111221434595	0.00241881346119336	0.173681373198998	0.0400184853035877
ENSG00000112183	-1.73991132783121	3.40720024209763	-2.11483746271887	0.0999032691814882	0.412709855289793	-4.61326251385811	RBM24	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]	6	17281361	17293871	protein_coding	221662	1.88424076824994	4.09176955566107	3.5868870940759	2.85620309677204
ENSG00000112186	-0.63697746802163	5.68825841516674	-1.62646634148205	0.177112789432356	0.509389030284709	-5.83954406054485	CAP2	cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]	6	17393375	17557792	protein_coding	10486	4.48608960615796	5.12997221320964	5.67191394324791	4.84543866499545
ENSG00000112200	-0.271301159219526	5.15554852482581	-1.60860885533651	0.180037974739141	0.512241541617584	-5.83630034489489	ZNF451	zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]	6	57086844	57170305	protein_coding	26036	3.5909413667346	3.92282855651618	3.96753633720591	3.81401005502826
ENSG00000112208	-0.339568440584878	6.55384205786546	-1.8589273585253	0.133600416553099	0.458573824755266	-5.58426206884874	BAG2	BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938]	6	57172319	57189833	protein_coding	9532	4.3105920612292	4.84175252264322	4.47080891467599	4.64527170228642
ENSG00000112210	-0.0501544163758663	6.55265082274087	-0.256579353649264	0.809660094706528	0.924069203203644	-7.08733091047734	RAB23	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]	6	57186992	57222848	protein_coding	51715	5.5208388412153	6.03285812541515	5.53510367402774	5.5554698851017
ENSG00000112218	-0.642668517111589	-0.814414348226831	-0.528612695486709	0.623945756143654	0.83385659449172	-5.57555300685939	GPR63	G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]	6	96794125	96838150	protein_coding	81491	0.164424593821074	0.20989998606891	0.11691697427862	0.417620855146993
ENSG00000112234	0.0693232428358268	4.48988230538446	0.34832164082278	0.744465566429773	0.892666876023776	-6.92573691368964	FBXL4	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]	6	98868535	98948006	protein_coding	26235	2.85909830278153	3.129996768303	3.00262871874586	3.07750604457943
ENSG00000112237	0.315998607988896	5.21813831382241	1.34860934620065	0.246009311931653	0.57529364156012	-6.18817106469582	CCNC	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]	6	99542387	99568825	protein_coding	892	5.53509682914496	5.07488066124734	5.13236486443392	5.32230166846456
ENSG00000112242	-0.59551758289548	4.90263000547976	-1.08618481380992	0.338106728546778	0.653381421899737	-6.37958083463348	E2F3	E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]	6	20401847	20493714	protein_coding	1871	3.22721983736699	3.37476059924137	3.43276930632213	4.20590840631412
ENSG00000112245	0.217579502623458	5.89550331693057	1.0308292366002	0.358618555714214	0.668734074976471	-6.55712963677995	PTP4A1	protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]	6	63521746	63583588	protein_coding	7803	5.79600439950068	5.62688402561742	5.38734951185119	5.70768074129405
ENSG00000112246	-0.166724526171135	3.55072242134496	-0.127891569099181	0.904368696212617	0.964888174254771	-6.668169025571	SIM1	SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	6	100385009	100464935	protein_coding	6492	1.49784072636063	2.57391277039807	2.42323311989204	0.890568095758569
ENSG00000112249	-0.648322054408943	6.68337817413247	-4.10174922824142	0.0136016080035117	0.193682421517999	-3.01446906310866	ASCC3	activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]	6	100508194	100881407	protein_coding	10973	4.1318986001471	4.85589105663734	4.77197788269759	4.72031338284704
ENSG00000112276	-0.493135518154439	4.94095232884859	-1.22006577391705	0.287307179632143	0.612412986771854	-6.24157651851882	POPDC1	popeye domain cAMP effector 1 [Source:HGNC Symbol;Acc:HGNC:1152]	6	105096822	105137216	protein_coding	11149	2.98947620246786	3.09291203471822	3.68576795638468	3.68292067087161
ENSG00000112282	-0.34661539305168	5.38546443035311	-2.02077466498698	0.110481360254958	0.429245523510257	-5.34573387163493	MED23	mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]	6	131573966	131628242	protein_coding	9439	3.69622745290099	4.27822470553353	3.99537769217373	4.07804266961815
ENSG00000112290	1.05946869651128	4.91752654368395	6.16556261948301	0.00305281851008517	0.121271812910383	-1.27536033199943	WASF1	WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732]	6	110099817	110180019	protein_coding	8936	5.07699965182371	4.27375107308926	4.0331272077201	4.08638466040796
ENSG00000112293	2.55796856426724	-3.21752856399839	2.68708333223346	0.0524274605670027	0.31895773100861	-3.54767338027365	GPLD1	glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]	6	24424565	24495205	protein_coding	2822	0.146381514171109	0.0307668801271134	0.130567185788283	0.0198584499248683
ENSG00000112294	1.86334083716775	-0.352563318890152	2.3379757507183	0.0768462183227815	0.367593117787853	-4.0286537481455	ALDH5A1	aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]	6	24494798	24537207	protein_coding	7915	0.659825027273286	0.159130549717293	0.475125360874883	0.17223274917195
ENSG00000112297	-0.629850233672255	4.68765629092064	-1.52094429542507	0.200211623337053	0.53349917026285	-5.84008161809081	CRYBG1	crystallin beta-gamma domain containing 1 [Source:HGNC Symbol;Acc:HGNC:356]	6	106360717	106572017	protein_coding	202	2.33568304469906	2.98994643622384	2.3843875016259	3.07625260104179
ENSG00000112299	0.647976720233009	-4.37539650247478	0.260241813082152	0.807017103934214	0.922678635675573	-5.1800117184679	VNN1	vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]	6	132680849	132719962	protein_coding	8876	0.0390162335345897	0.242884158353406	0	0.0153262855784094
ENSG00000112303	4.3130743340147	-5.00220243174834	2.59493835355555	0.0578862876363531	0.331884607867385	-3.68204894326823	VNN2	vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]	6	132743870	132763459	protein_coding	8875	0.495410688322938	0.155365844458849	0	0
ENSG00000112304	0.574372503220618	3.82068103845708	2.10405116193352	0.100307684965348	0.413525901086824	-5.06243337471185	ACOT13	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]	6	24666921	24705065	protein_coding	55856	4.13612492758042	3.56173096306184	3.84706757180236	3.49701574950188
ENSG00000112305	0.271174770586316	5.0049486156311	1.62205931008947	0.177158390867918	0.509389030284709	-5.83716436432079	SMAP1	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]	6	70667776	70862015	protein_coding	60682	4.52611727639007	4.40100809504016	4.31256026362822	4.2640543011469
ENSG00000112306	0.762253533615709	8.10387124715102	1.31036839953383	0.25982658926063	0.587970062693148	-6.05707902946124	RPS12	ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]	6	132814557	132817577	protein_coding	6206	11.3840156866194	10.0022526768008	11.0446790788154	10.9103789659674
ENSG00000112308	-0.365553319185274	6.88530485042098	-1.28678511553343	0.26491481612317	0.59352989190704	-6.25786222251024	C6orf62	chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]	6	24704856	24720874	protein_coding	81688	6.13837801548465	6.31441742054147	6.86411419386281	6.44694407590302
ENSG00000112309	2.62576943877781	-2.20806172675976	1.47678508779037	0.211772723075554	0.546069718764311	-4.77738486326691	B3GAT2	beta-1,3-glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:922]	6	70856679	70957060	protein_coding	135152	0.350115872579651	0.00434461984495247	0.194534672125981	0.153649711141893
