JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENSG00000231823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231824	0	2	0	0	0	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231825	11023.698	9201.958	8661.125	10038.048	10245.677	7045.539	5326.725	15186.49	13866.061	3843.594	10413.084	11987.173	0	0	0	0	0	0.333	14038.008	14198.221	16935.049
ENSG00000231827	9	14	10	5	13	99	5	24	22	4	67.774	22	0	4	6	3	7	2	4	4	0
ENSG00000231831	2	1	0	1	1	0	0	4	1	1	0	3	3	1	0	0	1	0	0	0	1
ENSG00000231834	5480.859	4775.531	3746.403	4513.004	4164.392	5276.677	328.609	418.726	321.318	236.42	439.028	276.427	0	6.003	1	336.195	412.654	578.691	3965.226	3341.281	3863.243
ENSG00000231837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231841	0	4	2	1	0	1	0	2.001	1	0	0	4.001	0	0	2	5	2	1	0	0	1
ENSG00000231845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231848	1	4	0	3	2	0	0	4	2	0	1	2	10	2	1	1	3	0	1	2	1
ENSG00000231849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231852	1.83	0	0	6.796	8.975	8.564	0	1.168	0	6.854	0	1	0	5.483	0	1.811	0	0	0	0	3.236
ENSG00000231855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231870	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231874	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231875	0	1	5	2	1	1	1	1	1	2	7	0	3	2	3	1	1	2	1	4	2
ENSG00000231878	0	0	0	0	0	0	0	0	0	1.001	0	0	0	1.004	0	0	0	0	0	0	0
ENSG00000231879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231887	0	2.008	6	1	1	1	9.609	35.356	15.951	10.436	19.476	16.439	59.173	27.505	36.302	21.258	32.587	9.64	20.362	22.49	25.435
ENSG00000231888	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231907	1	4	3	2	1	1	6	7	9	3	2	0	5	4	1	2	6	5	3	2	6
ENSG00000231909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
ENSG00000231910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231911	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231916	0	0	0	1	0	2	1	4	3	0	0	3	0	0	0	3	0	0	0	0	0
ENSG00000231919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231924	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231925	3469.295	3019.642	1977.986	2858.728	2414.556	2868.49	2188.04	3663.47	2831.526	1823.045	4389.142	2699.388	2640.259	2280.522	1114.918	2200.318	1951.838	2420.062	1.316	6.002	2.592
ENSG00000231926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231939	2.156	0	0	0	0	0	23.501	33.375	12.48	316.339	270	10.637	0	0	1	13.906	9.132	5.269	33.508	2.743	2.894
ENSG00000231940	5	12	27	4	13	13.014	8	13.88	12	22	5	27	18	6	19	49.014	37	13	11	30	13
ENSG00000231941	0	0	0	0	0	0	0	0	0	0	0	0	1	9.938	0	3	1	0.667	0	0	0
ENSG00000231942	0	0	0	0	2	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1
ENSG00000231945	8937.899	8988.591	6636.756	8525.855	9441.335	7344.75	10544.689	10122.661	6236.56	8827.076	6621.817	8632.345	10078.299	7575.98	10069.26	7812.994	7363.275	9670.691	4780.239	5994.11	8808.883
ENSG00000231947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231952	0	2.01	3.006	0	0	2.007	0	0	1.001	3	0	1.009	0	0	0	2.009	0	0	0	1.002	1
ENSG00000231954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231956	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231967	1	1	0	2	0	0	4	1	0	3	0	0	0	0	0	0	0	1	2	1	0
ENSG00000231968	0	0	0	0	0	0	0	0	2.549	0	0	0	0	0	0	0	1.094	0	0	0	0
ENSG00000231976	4	4	5	3	2	1	0	1	0	0	5	0	1	2	0	1	0	3	0	1	3
ENSG00000231978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231989	1.002	1.002	1.002	2.005	0	1.001	0	6.021	4.009	2	0	0	1.001	0	0	3.008	3.004	1.002	0	0	0
ENSG00000231991	8.153	0	5.11	2.036	2.033	3.048	0	5.098	0	0	1.014	0	2.033	0	2.036	4.087	1.014	1.015	1.014	0	0
ENSG00000231995	0	1.134	0	0	0	14.317	0	6.332	0	4.172	1.138	0	0	3.216	11.931	0	0	1	5.397	0	10.27
ENSG00000231996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232000	144.069	229.068	123.036	125.045	152.042	166.074	167.118	314.369	237.769	122.098	237.199	163.134	116.248	92.099	85.282	93.052	85.032	109.031	64.782	74.996	48.562
ENSG00000232003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232004	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	1	0
ENSG00000232005	9045.292	7764.706	5584.221	7883.226	8743.659	9385.833	182.529	15.397	61.831	49.282	198.843	136.338	0	114.717	52.533	8406.981	8637.691	6873.396	12679.617	11369.983	14258.121
ENSG00000232009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232011	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232022	50	30	10	35	12	43.999	14	52	23	92	49	27	96	125	48	39	47	65	63	50	39
ENSG00000232024	551.217	455.189	592.891	354.854	498.393	314.813	625.193	794.031	718.235	234.607	579.252	601.726	351.047	390.871	411.971	309.128	556.487	524.432	485.798	273.437	459.222
ENSG00000232027	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232032	0	1	0	1	1	2	0	6	3	6	5	3	2	1	0	3	0	0	0	0	0
ENSG00000232036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232037	0	1	1	0	0	0	0	0	1	2	1	1	0	1	2	1	3	0	0	1	1
ENSG00000232039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232040	450.078	454.696	333.364	377.335	489.602	649.32	482.147	629.072	503.179	484.917	612.287	405.216	630.746	668.555	432.614	455.477	419	399.018	633.866	413.094	509.785
ENSG00000232041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0
ENSG00000232050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232054	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232059	0	1	3	0	0	0	1	0	2	1	0	0	2	0	0	0	3	4	1	0	0
ENSG00000232060	0	1.002	0	0	1.002	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232062	0	0	0	0	0	0	3	1.439	0	4	31.031	5	0	0	0	0	0	0	0	0	1
ENSG00000232064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232070	106	83	117	97.135	100	84.014	92	125	112	83	90	84	106	44	66	59	54	54	58	88	80
ENSG00000232075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232097	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000232101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232112	5200.305	5790.169	5524.067	4962.506	4975.785	4864.683	5124.377	8142.352	6320.988	5506.251	3997.96	4721.657	5339.457	4314.073	4463.335	4476.824	5339.173	5419.016	4235.628	4306.113	4983.003
ENSG00000232113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232119	2311.614	2118.205	1602.891	1962.202	2311.936	2433.887	2988.138	3592.744	2640.183	2516.205	2402.585	2121.036	2613.583	2494.047	2050.273	1997.193	1984	2194.295	2036.243	1884.165	2343.113
ENSG00000232122	0.334	0.667	0	0	0	0.333	0	0	0	0	0	0	0	1	0	0	0.333	0	0	0	0
ENSG00000232125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232126	0	0	1.487	0	0	3.083	156.297	295.034	196.43	79.329	214.766	209.361	315.479	214.336	231.542	332.162	548.12	560.616	75.004	84.998	82.06
ENSG00000232127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.562	0	0	0	0
ENSG00000232128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232133	0	1	0	0	0	0	0	2	0	3	0	1	5	4	12	4	3	10	5	6	5
ENSG00000232134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000232135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232142	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232149	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000232150	3.008	6.026	4.015	6.013	7.032	3.007	7.025	10.04	8.029	4.009	5.016	14.044	3.008	3.01	4.011	5.017	8.035	2.007	5.019	1.002	3.009
ENSG00000232154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232158	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232174	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232176	3	2	2	1	0	6	3	7	6	8	3	4	4	4	3	6	0	1	3	8	0
ENSG00000232177	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000232178	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232186	1	0	0	0	0	2	1	1	1	3.815	1	4	0	3.001	1.491	1	0	0	0	0	1
ENSG00000232187	13.426	20.596	12.032	13.528	23.032	6.004	10.008	18.093	15.371	14.317	23.597	26.123	7.508	11.191	7.726	6.646	11.091	10.005	5.003	8.805	10.916
ENSG00000232195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232196	1	1	0	0	3	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	3
ENSG00000232198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232202	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232204	1	3	3	2	3	3	0	6	2	4	3	3	7	6	0	2	6	1	4	4	3
ENSG00000232205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232215	1	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	2	0
ENSG00000232216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232223	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSG00000232226	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232228	0	0	0	0	0	1	3	1	1	0	1	0	2	0	0	0	0	0	1	0	0
ENSG00000232230	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232237	19	40	24	15	6	45	4	28	43	17	40	30	10	6	8	12	16	13	1	5	7
ENSG00000232238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232244	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232251	2.031	0	0	0	0	0	3.835	6.761	9.822	6.963	1.246	3.969	0	0	0	4.753	2.858	4.319	0	0	0
ENSG00000232254	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000232258	14	26	25	20	6	36	15	39.001	41	33	162.032	38	39	36	8	11	12	12	29	39	18
ENSG00000232260	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232268	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232280	209.665	325.19	370.846	399.942	557.236	509.976	303.595	533.927	371.994	402.427	523.01	268.676	0	0	0	0	0	0	0	0	1.643
ENSG00000232281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232282	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232293	0	1	1	0	3	2	0	5	8	4	1	1	8	19	14	6	15	14	8	12	7
ENSG00000232296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232303	4	15	43	11	12	23	18	20	27	6	18	52	19	10	11	18	38	38	21	21	10
ENSG00000232305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232308	21.664	3.189	0	11.765	12.692	12.058	5.262	14.731	6.739	0	6.362	11.124	0	0	0	0	0	1.713	8.186	2.005	4.613
ENSG00000232312	0	0	0	0	4.731	0	0	0	0	0	0	0	0	0	0	30.414	57.505	62.585	0	0	0
ENSG00000232314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232320	1.401	3	2.997	4.291	1.326	4.79	0	3.446	3.152	1.462	1.38	3.042	0	4.707	0	0	3.298	1.321	2.962	0	3.212
ENSG00000232326	0	92.232	48.105	0	0	0	0	0	0	0	0	148.977	0	0	0	0	0	0	0	0	0
ENSG00000232327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232331	44.15	62.596	21.56	28.502	44.2	45.444	24.989	37.515	25.481	20	39.957	31.252	0	0	0	0	0	0	22.992	27.815	27.265
ENSG00000232332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232333	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000232334	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	3	0	0
ENSG00000232337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232339	125.498	175.279	151.226	95.822	145.028	193.569	151.521	154.83	190.382	108.953	126.797	148.555	64.788	92.667	115.758	80.868	97.022	122.855	82.794	66.307	99.472
ENSG00000232341	1	2	0	3	0	0	1	2	0	0	1	1	0	0	2	0	0	0	0	1	2
ENSG00000232344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232346	4	2	1	1	2	0	2	5.001	3	1	2	2	2	2	2	0	2	2	0	1.001	0
ENSG00000232349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232367	9.925	46.897	8.407	11.184	4.141	20.771	5.805	25.983	32.671	0	23.063	10.209	0	10.051	0.596	0	12.796	5.759	0	0	0
ENSG00000232368	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232369	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000232370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232373	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232375	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232376	0	0	0	0	0.501	2.007	0	0.334	0.334	0	0	0	0	0	0	0	0	0	0.333	0.333	0
ENSG00000232378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0
ENSG00000232381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232382	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000232383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232385	4	2	4	2	2	3	4	3	3	1	3	1	3	1	2	4	2	1	1	0	1
ENSG00000232387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232388	1609.32	1679.578	1329.001	1487.734	1495.372	1998.264	1660.138	2507.643	1978.576	1859.623	1535.29	1291.227	2011.814	1808.503	1443.542	1383.625	1619.174	1564.504	1445.971	1279.989	1531.875
ENSG00000232389	0	0	3	0	0	0	1	0	0	1	1	1	1	1	0	2	1	0	1	0	0
ENSG00000232390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
